Text,label
"U.S. government watchdog to review Mar-a-Lago trips, Trump hotel profits WASHINGTON (Reuters) - A U.S. government watchdog has agreed to review how classified information is kept secure at President Donald Trump’s Mar-a-Lago resort in Florida, the agency said on Monday, after Democratic lawmakers raised concerns about the issue last month. The Government Accountability Office’s review will examine whether Secret Service agents subject Mar-a-Lago guests to any security screening, and evaluate the expenses incurred by government employees who travel with Trump to Mar-a-Lago, according to a letter the agency sent the lawmakers on Friday. The GAO will also check whether Trump has made any payments to the U.S. Treasury from profits at his hotels, the letter said. Trump’s lawyer pledged at a Jan. 11 news conference to donate Trump Hotel profits from foreign governments to the Treasury.  The White House did not immediately respond to a request for comment. Trump’s handling of U.S. security information at Mar-a-Lago came under congressional scrutiny in February after photos taken by private guests in the club’s public dining area showed Trump and Japanese Prime Minister Shinzo Abe reviewing documents following a North Korean missile launch. The White House denied afterward that any classified material was present in the dining room. Elijah Cummings, the top Democrat on the House of Representatives Committee on Oversight and Government Reform, said on Monday the GAO would be able to conduct an “independent review” of how Trump spends his weekends at the resort, which the Republican president has dubbed his “Winter White House.” In a Feb. 16 letter, Cummings and Democratic Senators Tom  Udall, Elizabeth Warren and Sheldon Whitehouse asked the GAO to assess whether Trump and his staff had violated security protocol when hosting foreign dignitaries and handling classified information at the Florida resort.  Udall said on Monday the American people “deserved to know who has access to the president, how much it’s costing to protect him and whether the Trump Organization is benefiting from that protection.” He introduced a bill on Friday that would require the White House to publish logs of people who meet with Trump there and at other locations.     The GAO is expected to begin the review in a few months. ",Real
" Even Trey Gowdy Thinks Trump’s Wiretap Conspiracy Is Crazy Donald Trump is playing a dangerous game by falsely accusing his predecessor of wiretapping his phone lines before the election. Most people realize when Trump seems unhinged in his Twitter timeline, it s usually to distract the public from what is really going on, such as his scandalous ties to Russia and his new travel ban which remarkably resembles his old travel ban. Republicans and Democrats are both left scratching their heads over Trump s accusations.Republican Rep. Trey Gowdy (S.C.), who spent two years investigating Hillary Clinton over the attacks in Benghazi, said Monday he s seen no evidence to support Trump s claim that former President Obama wiretapped his office during the presidential campaign. I don t think the FBI is the Obama team, and I don t think the men and women who are career prosecutors at [the Department of Justice] belong to any team other than a blindfolded woman holding a pair of scales,  Gowdy told Politico. We have the tools to keep us safe and it s prudent for those tools to be used lawfully and appropriately,  Gowdy continued.  If they re not used lawfully and appropriately, there s a paper trail and we ll be able to find it out. Gowdy continued to say that it was  hard to cross-examine tweets  and any information regarding a FISA warrant used against Trump would be available to the Trump administration.By the way, if a FISA warrant was issued, that would have to be allowed by a judge. Meaning, in that instance, there would be some sort of evidence against Trump, so much so as to wiretap his phones or at least any calls to and or from Russia. The Obama team is no longer in charge,  Gowdy added.  So any information the current Department of Justice has that suggests the previous Department of Justice acted inappropriately, they are welcome to release it. But there is no evidence to release. A sitting president cannot issue a wiretap. That s not how presidenting works, k? There is a process to go through first.Even Jason Chaffetz said today that there is no evidence to back up Trump s claim. Still yet, Chaffetz is willing to investigate Trump s claim while refusing to launch a probe into the alleged president s ties to Russia.Featured image via Alex Wong/Getty Images",Fake
" Trump’s Gonna HATE This New Poll: More Americans Want Obama Back Than Want Him Now (DETAILS) In what will surely send Donald Trump into a new Twitter tirade, a new poll from Public Policy Polling (PPP) shows the majority Americans longing to have President Obama back, and overwhelmingly not liking Trump.According to the poll: Less than 2 weeks into Donald Trump s tenure as President, 40% of voters already want to impeach him. That s up from 35% of voters who wanted to impeach him a week ago. Only 48% of voters say that they would be opposed to Trump s impeachment.Beyond a significant percentage of voters already thinking that Trump should be removed from office, it hasn t taken long for voters to miss the good old days of Barack Obama 52% say they d rather Obama was President, to only 43% who are glad Trump is. President Obama was loved by the United States, and for as many haters as there were, there were far more that loved and appreciated his true leadership and love of country over himself. The same can t be said of Trump.Check out this tweet that garnered over 1.6 million likes:It's been the honor of my life to serve you. You made me a better leader and a better man.  President Obama (@POTUS44) January 20, 2017And then this one:I won't stop; I'll be right there with you as a citizen, inspired by your voices of truth and justice, good humor, and love.  President Obama (@POTUS44) January 20, 2017The man isn t only loved, he s beloved.Trump, on the other hand, throws out mean revenge tweets like their going out of style. And most of the responses to his tweets are condemning his actions. To be blunt   the man is not liked much at all. Sure, he has he band of merry minions who would likely drink paint if Trump told them to, but he lost the popular vote by 3 million vote to Hillary Clinton. And the only reason he is president is due to an archaic Electoral College that was devised to give power to slave owners who counted their slaves as 3/5 of a person, and help those in rural communities have a voice. It s no longer needed and the nation doesn t want Trump nor his backhanded style of egomaniacal leadership.It seems, if given the opportunity, the United States would have President Obama back in a heartbeat. If only that were possible.Featured Photo by Alex Wong, Chip Somodevilla/Getty Images",Fake
" This BRILLIANT Tweetstorm Shows How Senate Democrats Can Save SCOTUS The worst part about the GOP controlling all three branches of the federal government is that they are about to hand the Supreme Court over to fascists and right-wing ideologues like themselves for a generation. However, there is one way to stop them   if only Senate Democrats have the cajones to do it. On January 3, for just a few precious moments, the Democrats will control the Senate prior to the newly elected Republican Senators being sworn in. During that time, according to Senatorial procedure expert David Waldman, Vice President Joe Biden could have the Senate come to order for a vote on Merrick Garland, the Obama nominee that the Senate Republicans have refused to give a hearing and a vote to. Here are Waldman s tweets explaining the whole thing:Send Biden to the Senate on Jan. 3 w Garland's renomination & instructions to recognize Durbin before swearing in. https://t.co/KUNbf8qF8a  David Waldman (@KagroX) November 25, 2016Dem Senators can force approval of Merrick Garland on Jan. 3: Crazy!Trump supporters recite Nazi propaganda & give fascist salute: Dapper!  David Waldman (@KagroX) November 22, 2016@CatrionaMDW On 1/3, before new Sens. are sworn, 67 seated Sens. & Biden are in the chamber. Biden turns to Durbin instead of McConnell. Go.  David Waldman (@KagroX) November 22, 2016@CatrionaMDW Schumer's not involved. He's among the Sens. who wouldn't be sworn at the time. And no, pro forma sessions predate them all.  David Waldman (@KagroX) November 22, 2016Now, will Democrats actually do this? Hopefully so. It might take all of us calling important Senators like Elizabeth Warren and Bernie Sanders to make it happen, but this is our only shot to save the Court. Garland s confirmation would stack it 5-4 in our favor here. The GOP has declared war on us, and it s time for the gloves to come off. We MUST put pressure on Democrats to make this happen. It s our only hope for a generation.Featured image via Chip Somodevilla/Getty Images",Fake
"Trump orders review to strengthen U.S. defense industry WASHINGTON (Reuters) - President Donald Trump signed an executive order on Friday initiating a government-wide review of the U.S. defense industry and suggest changes to strengthen it. The review is intended to identify and address potential weak points in the defense manufacturing base including  companies that could go out of business and leave gaps in the supply chain for U.S. weapons systems, said Peter Navarro, the White House National Trade Council director. The executive order asked for recommendations on possible  legislative, regulatory and policy changes that would improve and support the defense industry, calling it a “significant national priority”. “America’s defense industrial base is now facing increasing gaps in its capabilities,” Navarro said. “There’s just one company in the U.S. that can repair propellers for Navy submarines,” he added in a briefing with reporters. Defense analyst Howard Rubel of the investment bank Jefferies & Co said the free market has so far done a reasonably good job. “We don’t want to invest in buggy whip suppliers just because there is only one (supplier).” He added that it is important to recognize that the United States can sometimes buy more cheaply from its allies. The review mandated by the executive order will be led by the Pentagon and conducted in concert with the Department of Labor and the Department of Homeland Security as well as other government agencies. Skilled labor is also a big part of the huge military buildup Trump has promised to project American power. Industry has already shown initiative in addressing the skilled labor shortage, including in the metals trades, Navarro said in his remarks. ",Real
"Congress votes to avert shutdown, sends Trump stopgap spending bill WASHINGTON (Reuters) - The U.S. Congress on Thursday averted a government shutdown just one day before federal funding was due to expire, sending President Donald Trump a bill to provide just enough money to keep agencies operating through Jan. 19. With lawmakers eager to begin a holiday recess until Jan. 3, the House of Representatives and Senate scurried to pass the hastily written bill by votes of 231-188 and 66-32, respectively. When Congress returns, lawmakers will immediately have to get back to work on appropriating more money for a fiscal year that already will be three months old. They will try to pass an “omnibus” spending bill to fund the government from Jan. 19 through Sept. 30. Negotiators have been struggling for months over thorny issues such as the amount of defense-spending increases versus increases for other domestic programs, including medical research, opioid treatment and “anti-terrorism” activities. Fiscal hawks, meanwhile, are angry that Congress is again moving to bust through spending caps that had been designed to tamp down mounting federal debt. But some of those same lawmakers in the Republican-controlled Congress earlier in the week voted for a sweeping tax bill that will add $1.5 trillion over the next 10 years to a national debt that already stands at $20 trillion. With the clock ticking toward a deadline of midnight on Friday when government funding would run out, Democrats in the House and Senate made a strong pitch for including protections for young immigrants who entered the country illegally as children, popularly known as “Dreamers.” In the end, the Congressional Hispanic Caucus and immigration advocacy groups failed. But nearly all of the House’s 193 Democrats and 29 of the Senate’s 46 Democrats voted no, in part to protest the lack of action on the immigration measure. Shortly before the House and Senate votes, Democratic Representative Luis Gutierrez told reporters, “We’re really tired of tomorrow,” referring to years of failed attempts in Congress to protect Dreamers from deportation, allow them to legally work in the United States and get on a path to citizenship. They will resume their fight in January, aiming to win on the next spending bill or a separate measure. Trump has eliminated Obama-era temporary protections for Dreamers, but has asked Congress to come up with a permanent solution by March. In the meantime, about 122 Dreamers a day are becoming vulnerable to deportation while Congress bickers. Also on Thursday, the Senate put the brakes on another bill that passed the House, which would provide $81 billion in new disaster aid to help Puerto Rico, the U.S. Virgin Islands and several states hit by this year’s hurricanes or wildfires. The temporary spending bill did, however, give Trump a modest increase of $4.7 billion for the Department of Defense to be used for missile defense and ship repair. The bill includes $2.85 billion to fund the Children’s Health Insurance Program through March and funding for community health centers and the Indian Health Service. The plan also would extend the National Security Agency’s expiring internet surveillance program, known as Section 702 of the Foreign Intelligence Surveillance Act, through Jan. 19. Other provisions address funding for veterans, the Coast Guard and flood insurance. Most government programs would be temporarily extended until Jan. 19 at fiscal 2017 levels. ",Real
"U.S. House Republican speaker Ryan opposes protests during anthem WASHINGTON (Reuters) - U.S. House Republican Speaker Paul Ryan told journalists on Tuesday that athletes who protest during the national anthem have the right to do so, but that he believes such demonstrations should not take place during “The Star-Spangled Banner.” “People are clearly within their rights to express themselves how they see fit. My own view though is that we shouldn’t do it on the anthem. The national anthem, our flag, and the people who defend it, represent it, that should be celebrated everywhere and always, and that’s my opinion,” Ryan said. U.S. President Donald Trump ramped up his fight with the National Football League earlier on Tuesday, calling on the popular league to ban players from kneeling in protest at games while the national anthem is played. ",Real
"Alabama governor could face charges after ethics panel ruling (Reuters) - Alabama Governor Robert Bentley said on Thursday he would not resign after the state’s ethics commission found probable cause that he violated ethics and campaign finance laws, a ruling that could result in criminal charges. The second-term Republican governor faces a hearing in separate proceedings on Monday that could lead to his eventual impeachment and ouster. The probable cause findings by the Alabama Ethics Commission prompted Republican Del Marsh, the leader of the state Senate, to call on Bentley to step down, local media reported. Marsh said the governor was not able to lead effectively. Bentley faces escalating political fallout over his relationship with a former senior adviser and has been dogged for the past year by questions concerning his potentially inappropriate use of state resources. Asked for a response to Marsh’s comments, Bentley said in a statement: “I have no intentions of resigning and I am looking forward to continuing to work on important issues facing the state.” The Alabama House of Representatives’ Judiciary Committee will begin the impeachment process on Monday, said its chairman, Representative Mike Jones. “It’s time to put this in front of us, let’s address it, and let’s get it behind us,” Jones said on the floor of the House on Thursday. The committee will make a recommendation to the full House on whether to impeach Bentley. The judiciary committee has been conducting its own investigation apart from the ethics commission and plans to issue a report on Friday. Bentley denies any legal wrongdoing. “We think there is not a basis that the governor violated any law,” his lawyer, Bill Athanas, told reporters Wednesday night. “So the battle goes on.” After allegations of a scandal broke last year, Bentley apologized for making inappropriate remarks to married staffer Rebekah Mason, while denying allegations of a physical affair. Mason resigned as questions about the pair’s relationship began to dominate Alabama politics. Bentley’s wife filed for divorce in August 2015 after 50 years of marriage, citing unspecified problems. Local media said the ethics commission found probable cause that Bentley violated state campaign regulations by accepting a contribution and making a loan to his campaign outside the time frame permitted by law and using campaign funds to pay Mason’s legal fees. He also may have violated ethics law by using public resources for his personal interest. If charged with breaking Alabama’s ethics or campaign finance laws, Bentley could 20 years in prison per violation, the commission said. ",Real
"Exclusive - Hate the tweets, love the agenda: McConnell on Trump WASHINGTON (Reuters) - Mitch McConnell, the top Republican in the U.S. Senate, says he could live without the drama surrounding President Donald Trump’s White House, but from a policy standpoint sees the new commander-in-chief as a solid ally in the mode of any president from his party. McConnell told Reuters that he finds Trump accessible and that they talk regularly, even more frequently than he spoke to the last Republican president, George W. Bush. While McConnell would not discuss the substance of their conversations, he said the two are able to be frank with one another without it damaging their relationship. “We have a good relationship. He’s never, as far as I can tell, gotten angry at me - in my presence, anyway. We have a good working relationship,” McConnell said during a roundtable with Reuters reporters on Wednesday. McConnell, who last week said he hoped to see “less drama” from the White House, said that Trump does not always take his advice. “He knows, as you all know, that I’ve not been a fan of the tweets and the extracurricular comments. I said last week we could do with a little less drama,” McConnell said. Cracking a grin, he added, “The reason I’m smiling - obviously, he’s disinclined to take my advice on some things. But it has not impaired the ability to communicate and convey my opinion, which I do frequently.” In matters of style, McConnell and Trump are a study in contrasts. The Senate majority leader is a taciturn traditionalist steeped in the ways of Washington, after more than three decades in Congress. Trump, a real estate magnate and reality TV celebrity who had never held public office until he assumed the presidency in January, airs his views regularly on Twitter and has vowed to drain what he calls the “swamp” of the U.S. capital. McConnell declined to say if he had advised Trump to speak less about the controversy dogging the administration: questions about whether associates of Trump colluded with alleged Russian meddling in the 2016 U.S. presidential campaign, and concerns about Trump’s abrupt dismissal of FBI Director James Comey as the agency was probing the Russia matter. On questions concerning Russia, McConnell stuck to his script. “I think all of that is going to be handled by the special counsel and the Senate intelligence committee, and I’m confident in their ability to do the job,” he said, referring to a special counsel appointed by the Justice Department last week, and to one of several congressional panels probing the Russia issue. Some Republican lawmakers and lobbyists worry the issue will slow legislative plans. Republicans have yet to chalk up significant legislative achievements despite being in control of the White House and both chambers of Congress. But McConnell said he and Trump are aligned in putting an overhaul of Obamacare and a rewrite of the tax code at the top of their agenda. McConnell acknowledged there had been doubts within his party during the 2016 campaign about what Trump would do in the White House. “This was a guy who was giving fund-raisers for (Senate Democratic leader) Chuck Schumer four or five years ago,” McConnell said. But McConnell, whose wife Elaine Chao is a member of Trump’s cabinet as transportation secretary, said he sees Trump as someone who has embraced Republican orthodoxy. “In other words, what the administration is doing, not only am I comfortable with it, but I think the vast majority of Republicans in Congress feel that this is a right-of-center presidency, which is what we had hoped” for, he said. “If you look at what the president is actually for, it strikes me as indistinguishable from what a President Jeb Bush or a President Marco Rubio would have been advocating: deregulation, tax reform, repeal and replace of Obamacare, judges like Neil Gorsuch,” McConnell said. Trump’s relationship with Congress has been boosted by the frequent and “very significant” presence of Vice President Mike Pence in the halls of Capitol Hill, McConnell said, describing Pence’s role as “serious value-added.” “He is, in my view, kind of the de facto congressional relations guy for the administration,” he said, noting Pence, a former Indiana governor and Republican congressman, has strong relationships on the Hill. McConnell described Pence as playing a similar role with Congress as Vice President Dick Cheney did during the George W. Bush administration: listening and sometimes weighing in on discussions about healthcare and tax reform. “It’s been really helpful because members feel like they can go over and whisper in his ear about whatever their particular problem is, and something will be done about it, because they’ve kind of elevated it to a higher level,” McConnell said. ",Real
" Ivanka’s Rabbi Breaks Ranks, Roundly Condemns Trump On Charlottesville Donald Trump expects unwavering loyalty from everyone around him. That is likely why there has been radio silence from his daughter Ivanka, who is a Jewish convert, and his son-in-law Jared Kushner, who is a genetic Jew. Trump s grandchildren are Jewish as well, of course. However, that did not stop him from defending the white nationalists, neo-Nazis, Hitler sympathizers, and other assorted racists who marched with torches through the streets of Charlottesville, Virginia shouting racist and anti-Semitic slogans.Therefore, it should come as no surprise that the Rabbi who helped Ivanka convert to Judaism is not impressed. In fact, he seems to be quite outraged. Rabbi Emeritus Haskel Lookstein is beside himself with rage at Trump s response to the Charlottesville tragedy, and rightly so. He wrote a letter condemning Trump s remarks, saying: We are appalled by this resurgence of bigotry and antisemitism, and the renewed vigor of the neo-Nazis, KKK, and alt-right. While we avoid politics, we are deeply troubled by the moral equivalency and equivocation President Trump has offered in his response to this act of violence. Rabbi Lookstein released the letter publicly, and likely will be attacked by Trump. The divider-in-chief may have done the unthinkable with this one and divided his own family. Ivanka and Jared take their faith very seriously, and Ivanka has been a devout Jew since 2010 and is raising her children in a seriously observant Jewish home. They likely already have a hard time working in Trump s White House, which is chock full of open racists, neo-Nazis, and anti-Semites. Jared has family members who died in the Nazi Holocaust. There is simply NO WAY, he is happy with Trump s equating white supremacists with those fighting against that kind of hate.This is especially evident considering the fact that Ivanka immediately denounced the hate and called the groups perpetuating it out by name in ways her father has repeatedly refused to do.Ivanka and Jared, do you really want your Jewish children growing up in this environment? Loyalty to your Nazi father simply is not worth it. Take a stand and resign from his White House.Featured image via Sean Gallup/Getty Images",Fake
" Watch A GOP Member Of Science Committee Suffer Total Humiliation At Hand Of NASA Scientist It s no secret that Republicans seem to think that the movie Idiocracy is a documentary. They refuse to believe the scientific consensus that climate change is manmade and a big f*cking deal. Republicans actually think that higher education is bad and well, the rise in  flat earthers,  can t be a coincidence.Is it any surprise, then, that the Republican-led House Committee on Science, Space and Technology doesn t have a single scientist? That s not even the worst of it. They have as a ranking member Rep. Dana Rohrabacher (R-California), whose greatest hits include blaming prehistorical climate change on dinosaur farts.During a panel with real scientists, as opposed to those who play scientist in Congress, Rohrabacher even topped the dinosaur theory. In a discussion about Mars, in which a NASA scientist said there might have been life on Mars many, many years ago, Rohrabacher just had to ask: You have indicated that Mars   was totally different thousands of years ago. Is it possible that there was a civilization on Mars thousands of years ago? Source: SlateYeah, just a couple of things here. The NASA scientist was talking about microbial life, not anything resembling human life and we re talking billions of years, not thousands of years ago. Then again, it seems that most Christian Republicans think the earth is just 6,000 years old, so it s doubtful Rohrabacher can think in such vast terms.Kenneth Farley, who worked on the 2020 rover and Europa Clipper, and is a professor of geochemistry at the California Institute of Technology, somehow didn t lose his patience with Rohrabacher, and simply said: So, the evidence is that Mars was different billions of years ago   not thousands of years ago,  Farley said.  There is no evidence that I am aware of. Rohrabacher, presumably refusing to take  no  for an answer, asked,  would you rule that out? Harley said,  that is extremely unlikely. Here s the video:Featured image via Chip Somodevilla/Getty Images.",Fake
" WATCH: Lindsey Graham Trashes Media For Portraying Trump As ‘Kooky,’ Forgets His Own Words The media has been talking all day about Trump and the Republican Party s scam of a tax bill; as well as the sheer obsequiousness of Trump s cabinet, and then members of Congress, after their tax scam was all but passed. But the media isn t quite saying what Trump wants. They ve been doing analysis and discussion all day long rather than praising it for the grand achievement Trump believes it is. The GOP has increasingly sounded exactly like Trump when it comes to media coverage, and coverage of the tax scam is no different. Coverage of Trump in general hasn t changed.Today, Lindsey Graham went after the media for portraying Trump as a  kook,  and unfit for office (they wouldn t be doing their job if they weren t telling the truth, though). Graham said: You know what concerns me about the American press is this endless, endless attempt to label the guy as some kind of kook; not fit to be president. Jake Tapper notes that he himself has never labeled Trump that way. But then he points out something rather odd about Graham s opinion. Take a look at the short video clip below:Lindsey Graham today: I m concerned by the media s attempt to label Trump as a kook or not fit to be President.Lindsey Graham in 2016:  I think he s a kook. I think he s crazy. I think he s unfit for office.  pic.twitter.com/hIxs3DciO8  Tomthunkit  (@TomthunkitsMind) December 17, 2017There it is, out of Graham s own mouth. He parroted himself. In 2016, he used the exact words to describe Trump that he said the media is using today. Freudian slip?Featured image via video screen capture",Fake
" Trump STUNS An Entire Room Into DUMBFOUNDED Silence With His ‘Proof’ Of Voter Fraud Trump won the electoral college on Nov. 8. The electoral college formally voted for him on Dec. 19. Congress certified that vote on Jan. 6. And he was sworn in on Jan. 20. He won the election so why is he still beating his  I only lost the popular vote because millions voted illegally,  drum? He s so obsessed with it that he s promised to open up a major investigation into the massive voter fraud that supposedly denied him his rightful popular vote win:I will be asking for a major investigation into VOTER FRAUD, including those registered to vote in two states, those who are illegal and .  Donald J. Trump (@realDonaldTrump) January 25, 2017even, those registered to vote who are dead (and many for a long time). Depending on results, we will strengthen up voting procedures!  Donald J. Trump (@realDonaldTrump) January 25, 2017Where the hell is President Asterisk getting his info? It seems he s certain that voter fraud is rampant because he saw something in a polling place once. He supposedly saw Bernhard Langer, a famous golfer, down in Florida sometime after Election Day. Langer told him a story of how he was turned away at the polls, but others were allowed to cast provisional ballots and he was frustrated.The first glaring problem here is this: Langer is a legal permanent resident, but a German citizen, and is therefore barred from voting in national elections. If he did try to vote on Election Day, an official would have been legally obligated to turn Langer away.But still, according to The New York Times: Ahead of and behind Mr. Langer were voters who did not look as if they should be allowed to vote, Mr. Trump said, according to the staff members   but they were nonetheless permitted to cast provisional ballots. The president threw out the names of Latin American countries that the voters might have come from. Because someone s appearance is totally how you can tell whether they re legally allowed to vote here. Of course Trump would focus on how people look. It seems that, in his mind, if they appear to be Latino, they re obviously in the country illegally.And people with more than half a brain cell know that s stupid. Trump told the story to a room full of Congressional leaders at a  get to know you  gathering in the State Dining room. The Times says that this little anecdote was greeted with silence. Then Reince Priebus tried to nudge Trump onto a different topic.This is where Trump is getting his proof that millions of people vote illegally in this country? Anecdotes like this, that might not even be true, are why we re going to waste time and effort on a claim that s been debunked repeatedly, just so he can make people stop pointing to numbers that show he s a loser?ABC News is reporting that the White House has started working on an executive order to open just such an investigation. With all of this, one would think Trump has at least some solid evidence that there s widespread voter fraud. He doesn t.He is way out of hand and he hasn t even been in office for a week.Featured image by Andrew Harrer via Getty Images",Fake
" Trump Tells China To Keep Our Navy Drone And Gets POUNDED For Being So Unstable Donald Trump just proved once again that he is unfit to be president.Earlier this week, the Chinese Navy intercepted a United States oceanographic drone in the South China Sea.The federal government formally and politely requested that China give us our drone back.Trump, on the other hand, accused China of stealing the drone and demanded its return.China steals United States Navy research drone in international waters   rips it out of water and takes it to China in unprecedented act.  Donald J. Trump (@realDonaldTrump) December 17, 2016For some reason, Donald Trump is trying to pick a fight with China, which would be disastrous for our economy and national security if he ever pissed China off enough to provoke them into retaliating.Anyway, China has announced that they are going to give our drone back to us, but that not good enough for Trump anymore.Whether drunk or sleep deprived, Trump posted another tweet telling China not to bother giving it back and told them they should just keep the drone, which contradicts the United States government request that China give it back.We should tell China that we don t want the drone they stole back.- let them keep it!  Donald J. Trump (@realDonaldTrump) December 18, 2016Seriously, Trump just doesn t know when to keep his mouth shut.But some Twitter users were quick to mock him for his idiocy..@realDonaldTrump A) complain ab the drone B) get drone back C) complain they gave it back D) complete tantrum with punctuation error  Isaac Saul (@Ike_Saul) December 18, 2016He s a damn child. Christ.  Annoying Cubs Fan (@TimBaffoe) December 18, 2016@realDonaldTrump Moron.  Matty Granger (@reverendmatty) December 18, 2016How does that make sense, @realDonaldTrump? Maybe we should just stop trying to pick fights with foreign governments on Twitter instead?  David G. McAfee (@DavidGMcAfee) December 18, 2016lolwut @realDonaldTrump https://t.co/iQxzWFFlFx  Charles Johnson (@Green_Footballs) December 18, 2016@Green_Footballs @realDonaldTrump Another day, another unhinged meltdown by our President elect. pic.twitter.com/2WKKebpD0K  This Is Not Normal (@NetworkJunkyz) December 18, 2016@realDonaldTrump Imagine a drunk driver with the entire world in the passenger seat.  Peter Beinart (@PeterBeinart) December 18, 2016@advodude I would rather a drone have been elected.  Davison (@DavisonVideo) December 18, 2016.@realDonaldTrump go to bed Donald.  Tom Knight (@TJ_Knight) December 18, 2016@realDonaldTrump hello, China. Yes, we know this guy s our next president but can you please ignore him so the world doesn t blow up  Peter Beinart (@PeterBeinart) December 18, 2016@realDonaldTrump Why did you act like a little bitch about it earlier about it being  unpresidented ?Don t you have better things to do? ?  ? (@VeeVee) December 18, 2016@realDonaldTrump Every time your baby hands get near your phone you put lives at risk. Delete your account.  Andrew W Chamings (@AndrewChamings) December 18, 2016Donald Trump is too unstable to be president. Clearly, he is desperately trying to distract us from the fact that he is illegitimate because Russia helped him steal the election. Now he s trying to start a war with China, the most populous nation on Earth. Someone needs to take Trump s phone away before he starts a fight he can t finish.Featured Image: Steve Pope/Getty Images ",Fake
"Kremlin says feels 'cautious optimism' after Trump meeting with Lavrov MOSCOW (Reuters) - The Kremlin feels cautious optimism about the prospects for an improvement in U.S.-Russian relations after Russian Foreign Minister Sergei Lavrov met U.S. President Donald Trump in Washington, a Kremlin spokesman said on Thursday. “The conversation itself is extremely positive,” Kremlin spokesman Dmitry Peskov said on a conference call with reporters, referring to Lavrov’s meeting with Trump on Wednesday.  Peskov said the Kremlin viewed the prospects of a thaw “with cautious optimism.” “We have a lot of work ahead of us,” he said. ",Real
" Trump Just Got Owned HARD By McDonald’s Twitter Account And The Internet Is ‘Lovin’ It’ (SCREENSHOTS) It appears that a hacker had a bit of fun with McDonald s corporate Twitter account Thursday morning. You are actually a disgusting excuse of a President and we would love to have Barack Obama back, also you have tiny hands,  the account tweeted to Donald Trump   and whichever nameless hero did it even pinned the tweet.Apparently, the hacker wanted to take the opportunity to make a completely accurate statement about Trump  but The Donald s fans will surely be  boycotting  the fast food giant by buying cheeseburgers and writing TRUMP on the wrapper or something stupid like when they tried to  boycott  Starbucks by buying coffee.Naturally, the internet is  lovin  it :Can't wait for @realDonaldTrump to tell us McDonald's is overrated and that he doesn't even eat mcdonalds. pic.twitter.com/GKKS2OKkmQ  Cole Ledford (@ColeLedford11) March 16, 2017@thehill boycott incoming ?????? aka McDonald's will have record sales.  emjaykay (@XmattymayhemX) March 16, 2017Gotta do some soul searching if McDonald's calls you disgusting.  TBG (@ThatBoysGood) March 16, 2017WENDY'S: Haha, totally roasted this guy on here for forgetting refrigerators exist. So edgy. MCDONALD'S: Hold my beer pic.twitter.com/Qc28ixMuzE  Aaron Sankin (@ASankin) March 16, 2017NSA agents have a suspect for the author of the McDonald's tweet pic.twitter.com/kKBL5pISfJ  Dave Itzkoff (@ditzkoff) March 16, 2017I shall eat at @McDonalds this weekend in support of this brave social media manager's kick-ass tweet. Everyone join me! #dumptrump pic.twitter.com/oTeR4xUBLk  Michael Erickson (@mistererickson) March 16, 2017Times have changed pic.twitter.com/ZRicHP0SSL  Tim Mak (@timkmak) March 16, 2017Dammit McDonald's, stop trying to win back my business so blatantly. pic.twitter.com/AUgGs2TsT2  Alex Kennedy (@ajkjules) March 16, 2017omg, @McDonaldsCorp, but where's @realDonaldTrump gonna get his Big Macs now?!?!?! pic.twitter.com/O5MgUGKxeS  Andrew Kirell (@AndrewKirell) March 16, 2017Later in the day, McDonald s tweeted that their account was compromised and that the tweet, which had long been deleted, had been deleted.Twitter notified us that our account was compromised. We deleted the tweet, secured our account and are now investigating this.  McDonald's (@McDonaldsCorp) March 16, 2017But we will always remember the heroic hacker who took control of McDonald s corporate Twitter account and forced it to tell the truth about our alleged President.Featured image via screengrab",Fake
"Trump to hold news conference next week on U.S. veterans issues WASHINGTON (Reuters) - U.S. President Donald Trump said on Wednesday he will hold a news conference on April 27 to discuss veterans issues, as he tries to elevate an issue he campaigned on heavily last year. Trump made the statement as he signed into law the Veterans Choice Program Extension and Improvement Act, which allows veterans to obtain more access to healthcare outside the Department of Veterans Affairs system. The news conference was scheduled to be held as Trump nears the 100-day benchmark of his presidency on April 29. Trump spent a lot of time advocating for better treatment for veterans during his presidential campaign last year. He said that at the news conference he would discuss progress at the VA since he took office on Jan. 20. ",Real
